Datum,Weekday,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode,id,Warengruppe,Umsatz,KielerWoche,Weather_Category,Weather_Category_Wind_Adjusted,Wind_Downgrade_Count
2014-09-09,Tuesday,6.0,17.12,16,63.0,1409093.0,Croissant,194.81,,Rain,Rain,0
2014-09-09,Tuesday,6.0,17.12,16,63.0,1409094.0,Konditorei,44.96,,Rain,Rain,0
2014-09-09,Tuesday,6.0,17.12,16,63.0,1409095.0,Kuchen,293.59,,Rain,Rain,0
2014-09-10,Wednesday,2.0,18.62,12,,1409101.0,Brot,173.55,,Unknown,Unknown,0
2014-09-10,Wednesday,2.0,18.62,12,,1409102.0,Brötchen,400.83,,Unknown,Unknown,0
2014-09-10,Wednesday,2.0,18.62,12,,1409103.0,Croissant,166.42,,Unknown,Unknown,0
2014-09-10,Wednesday,2.0,18.62,12,,1409105.0,Kuchen,300.97,,Unknown,Unknown,0
2014-09-11,Thursday,4.0,17.38,13,,1409111.0,Brot,165.17,,Unknown,Unknown,0
2014-09-11,Thursday,4.0,17.38,13,,1409112.0,Brötchen,438.95,,Unknown,Unknown,0
2014-09-11,Thursday,4.0,17.38,13,,1409113.0,Croissant,160.7,,Unknown,Unknown,0
2014-09-11,Thursday,4.0,17.38,13,,1409114.0,Konditorei,85.17,,Unknown,Unknown,0
2014-09-11,Thursday,4.0,17.38,13,,1409115.0,Kuchen,279.58,,Unknown,Unknown,0
2014-09-12,Friday,1.0,18.25,11,,1409121.0,Brot,130.37,,Unknown,Unknown,0
2014-09-12,Friday,1.0,18.25,11,,1409122.0,Brötchen,394.1,,Unknown,Unknown,0
2014-09-12,Friday,1.0,18.25,11,,1409123.0,Croissant,163.5,,Unknown,Unknown,0
2014-09-12,Friday,1.0,18.25,11,,1409124.0,Konditorei,86.85,,Unknown,Unknown,0
2014-09-12,Friday,1.0,18.25,11,,1409125.0,Kuchen,308.34,,Unknown,Unknown,0
2014-09-13,Saturday,7.0,17.0,12,,1409131.0,Brot,152.5,,Unknown,Unknown,0
2014-09-13,Saturday,7.0,17.0,12,,1409132.0,Brötchen,579.44,,Unknown,Unknown,0
2014-09-13,Saturday,7.0,17.0,12,,1409133.0,Croissant,202.68,,Unknown,Unknown,0
2014-09-13,Saturday,7.0,17.0,12,,1409134.0,Konditorei,95.04,,Unknown,Unknown,0
2014-09-13,Saturday,7.0,17.0,12,,1409135.0,Kuchen,368.08,,Unknown,Unknown,0
2014-09-14,Sunday,7.0,17.62,14,61.0,1409141.0,Brot,60.6,,Rain,Rain,0
2014-09-14,Sunday,7.0,17.62,14,61.0,1409142.0,Brötchen,567.7,,Rain,Rain,0
2014-09-14,Sunday,7.0,17.62,14,61.0,1409143.0,Croissant,225.78,,Rain,Rain,0
2014-09-14,Sunday,7.0,17.62,14,61.0,1409144.0,Konditorei,61.65,,Rain,Rain,0
2014-09-14,Sunday,7.0,17.62,14,61.0,1409145.0,Kuchen,308.18,,Rain,Rain,0
2014-09-15,Monday,2.0,19.75,13,,1409151.0,Brot,154.56,,Unknown,Unknown,0
2014-09-15,Monday,2.0,19.75,13,,1409152.0,Brötchen,329.77,,Unknown,Unknown,0
2014-09-15,Monday,2.0,19.75,13,,1409153.0,Croissant,168.58,,Unknown,Unknown,0
2014-09-15,Monday,2.0,19.75,13,,1409154.0,Konditorei,65.45,,Unknown,Unknown,0
2014-09-15,Monday,2.0,19.75,13,,1409155.0,Kuchen,246.36,,Unknown,Unknown,0
2014-09-16,Tuesday,0.0,20.12,13,,1409161.0,Brot,106.66,,Unknown,Unknown,0
2014-09-16,Tuesday,0.0,20.12,13,,1409162.0,Brötchen,398.18,,Unknown,Unknown,0
2014-09-16,Tuesday,0.0,20.12,13,,1409163.0,Croissant,158.59,,Unknown,Unknown,0
2014-09-16,Tuesday,0.0,20.12,13,,1409164.0,Konditorei,89.26,,Unknown,Unknown,0
2014-09-16,Tuesday,0.0,20.12,13,,1409165.0,Kuchen,260.56,,Unknown,Unknown,0
2014-09-17,Wednesday,1.0,19.88,18,,1409171.0,Brot,140.23,,Unknown,Unknown,0
2014-09-17,Wednesday,1.0,19.88,18,,1409172.0,Brötchen,397.85,,Unknown,Unknown,0
2014-09-17,Wednesday,1.0,19.88,18,,1409173.0,Croissant,141.71,,Unknown,Unknown,0
2014-09-17,Wednesday,1.0,19.88,18,,1409174.0,Konditorei,42.46,,Unknown,Unknown,0
2014-09-17,Wednesday,1.0,19.88,18,,1409175.0,Kuchen,328.67,,Unknown,Unknown,0
2014-09-18,Thursday,0.0,20.5,13,,1409181.0,Brot,168.77,,Unknown,Unknown,0
2014-09-18,Thursday,0.0,20.5,13,,1409182.0,Brötchen,397.18,,Unknown,Unknown,0
2014-09-18,Thursday,0.0,20.5,13,,1409183.0,Croissant,153.19,,Unknown,Unknown,0
2014-09-18,Thursday,0.0,20.5,13,,1409184.0,Konditorei,66.16,,Unknown,Unknown,0
2014-09-18,Thursday,0.0,20.5,13,,1409185.0,Kuchen,310.7,,Unknown,Unknown,0
2014-09-19,Friday,0.0,20.75,9,5.0,1409191.0,Brot,140.14,,Extreme Weather,Extreme Weather,0
2014-09-19,Friday,0.0,20.75,9,5.0,1409192.0,Brötchen,402.24,,Extreme Weather,Extreme Weather,0
2014-09-19,Friday,0.0,20.75,9,5.0,1409193.0,Croissant,181.19,,Extreme Weather,Extreme Weather,0
2014-09-19,Friday,0.0,20.75,9,5.0,1409194.0,Konditorei,67.77,,Extreme Weather,Extreme Weather,0
2014-09-19,Friday,0.0,20.75,9,5.0,1409195.0,Kuchen,332.88,,Extreme Weather,Extreme Weather,0
2014-09-20,Saturday,3.0,19.38,7,10.0,1409201.0,Brot,197.96,,Moderate,Moderate,0
2014-09-20,Saturday,3.0,19.38,7,10.0,1409202.0,Brötchen,569.83,,Moderate,Moderate,0
2014-09-20,Saturday,3.0,19.38,7,10.0,1409203.0,Croissant,238.23,,Moderate,Moderate,0
2014-09-20,Saturday,3.0,19.38,7,10.0,1409204.0,Konditorei,92.97,,Moderate,Moderate,0
2014-09-20,Saturday,3.0,19.38,7,10.0,1409205.0,Kuchen,373.74,,Moderate,Moderate,0
2014-09-21,Sunday,4.0,17.0,15,21.0,1409211.0,Brot,80.59,,Rain,Rain,0
2014-09-21,Sunday,4.0,17.0,15,21.0,1409212.0,Brötchen,602.71,,Rain,Rain,0
2014-09-21,Sunday,4.0,17.0,15,21.0,1409213.0,Croissant,252.01,,Rain,Rain,0
2014-09-21,Sunday,4.0,17.0,15,21.0,1409214.0,Konditorei,137.73,,Rain,Rain,0
2014-09-21,Sunday,4.0,17.0,15,21.0,1409215.0,Kuchen,402.99,,Rain,Rain,0
2014-09-22,Monday,6.0,13.0,17,21.0,1409221.0,Brot,134.87,,Rain,Rain,0
2014-09-22,Monday,6.0,13.0,17,21.0,1409222.0,Brötchen,381.11,,Rain,Rain,0
2014-09-22,Monday,6.0,13.0,17,21.0,1409223.0,Croissant,154.95,,Rain,Rain,0
2014-09-22,Monday,6.0,13.0,17,21.0,1409225.0,Kuchen,270.11,,Rain,Rain,0
2014-09-23,Tuesday,4.0,14.75,6,,1409231.0,Brot,140.77,,Unknown,Unknown,0
2014-09-23,Tuesday,4.0,14.75,6,,1409232.0,Brötchen,395.31,,Unknown,Unknown,0
2014-09-23,Tuesday,4.0,14.75,6,,1409233.0,Croissant,159.11,,Unknown,Unknown,0
2014-09-23,Tuesday,4.0,14.75,6,,1409234.0,Konditorei,59.57,,Unknown,Unknown,0
2014-09-23,Tuesday,4.0,14.75,6,,1409235.0,Kuchen,276.66,,Unknown,Unknown,0
2014-09-24,Wednesday,7.0,15.38,10,63.0,1409241.0,Brot,108.71,,Rain,Rain,0
2014-09-24,Wednesday,7.0,15.38,10,63.0,1409242.0,Brötchen,366.57,,Rain,Rain,0
2014-09-24,Wednesday,7.0,15.38,10,63.0,1409243.0,Croissant,152.31,,Rain,Rain,0
2014-09-24,Wednesday,7.0,15.38,10,63.0,1409244.0,Konditorei,61.68,,Rain,Rain,0
2014-09-24,Wednesday,7.0,15.38,10,63.0,1409245.0,Kuchen,271.17,,Rain,Rain,0
2014-09-25,Thursday,7.0,14.5,17,61.0,1409251.0,Brot,108.07,,Rain,Rain,0
2014-09-25,Thursday,7.0,14.5,17,61.0,1409252.0,Brötchen,354.84,,Rain,Rain,0
2014-09-25,Thursday,7.0,14.5,17,61.0,1409253.0,Croissant,143.34,,Rain,Rain,0
2014-09-25,Thursday,7.0,14.5,17,61.0,1409254.0,Konditorei,43.07,,Rain,Rain,0
2014-09-25,Thursday,7.0,14.5,17,61.0,1409255.0,Kuchen,298.01,,Rain,Rain,0
2014-09-26,Friday,7.0,16.75,13,61.0,1409261.0,Brot,117.38,,Rain,Rain,0
2014-09-26,Friday,7.0,16.75,13,61.0,1409262.0,Brötchen,379.34,,Rain,Rain,0
2014-09-26,Friday,7.0,16.75,13,61.0,1409263.0,Croissant,144.77,,Rain,Rain,0
2014-09-26,Friday,7.0,16.75,13,61.0,1409264.0,Konditorei,64.13,,Rain,Rain,0
2014-09-26,Friday,7.0,16.75,13,61.0,1409265.0,Kuchen,350.32,,Rain,Rain,0
2014-09-27,Saturday,2.0,16.38,14,,1409271.0,Brot,139.17,,Unknown,Unknown,0
2014-09-27,Saturday,2.0,16.38,14,,1409272.0,Brötchen,474.89,,Unknown,Unknown,0
2014-09-27,Saturday,2.0,16.38,14,,1409273.0,Croissant,210.21,,Unknown,Unknown,0
2014-09-27,Saturday,2.0,16.38,14,,1409274.0,Konditorei,78.55,,Unknown,Unknown,0
2014-09-27,Saturday,2.0,16.38,14,,1409275.0,Kuchen,291.62,,Unknown,Unknown,0
2014-09-28,Sunday,4.0,18.5,7,,1409281.0,Brot,60.48,,Unknown,Unknown,0
2014-09-28,Sunday,4.0,18.5,7,,1409282.0,Brötchen,531.94,,Unknown,Unknown,0
2014-09-28,Sunday,4.0,18.5,7,,1409283.0,Croissant,188.27,,Unknown,Unknown,0
2014-09-28,Sunday,4.0,18.5,7,,1409284.0,Konditorei,97.33,,Unknown,Unknown,0
2014-09-28,Sunday,4.0,18.5,7,,1409285.0,Kuchen,259.83,,Unknown,Unknown,0
2014-09-29,Monday,6.0,18.12,6,,1409291.0,Brot,146.64,,Unknown,Unknown,0
2014-09-29,Monday,6.0,18.12,6,,1409292.0,Brötchen,383.19,,Unknown,Unknown,0
2014-09-29,Monday,6.0,18.12,6,,1409293.0,Croissant,159.61,,Unknown,Unknown,0
2014-09-29,Monday,6.0,18.12,6,,1409294.0,Konditorei,56.68,,Unknown,Unknown,0
2014-09-29,Monday,6.0,18.12,6,,1409295.0,Kuchen,299.92,,Unknown,Unknown,0
2014-09-30,Tuesday,7.0,16.5,5,61.0,1409301.0,Brot,125.32,,Rain,Rain,0
2014-09-30,Tuesday,7.0,16.5,5,61.0,1409302.0,Brötchen,419.3,,Rain,Rain,0
2014-09-30,Tuesday,7.0,16.5,5,61.0,1409303.0,Croissant,171.71,,Rain,Rain,0
2014-09-30,Tuesday,7.0,16.5,5,61.0,1409304.0,Konditorei,83.57,,Rain,Rain,0
2014-09-30,Tuesday,7.0,16.5,5,61.0,1409305.0,Kuchen,297.21,,Rain,Rain,0
2014-10-01,Wednesday,6.0,17.75,6,10.0,1410011.0,Brot,159.47,,Moderate,Moderate,0
2014-10-01,Wednesday,6.0,17.75,6,10.0,1410012.0,Brötchen,416.0,,Moderate,Moderate,0
2014-10-01,Wednesday,6.0,17.75,6,10.0,1410013.0,Croissant,150.62,,Moderate,Moderate,0
2014-10-01,Wednesday,6.0,17.75,6,10.0,1410014.0,Konditorei,73.43,,Moderate,Moderate,0
2014-10-01,Wednesday,6.0,17.75,6,10.0,1410015.0,Kuchen,290.76,,Moderate,Moderate,0
2014-10-02,Thursday,6.0,18.0,6,,1410021.0,Brot,183.41,,Unknown,Unknown,0
2014-10-02,Thursday,6.0,18.0,6,,1410022.0,Brötchen,441.74,,Unknown,Unknown,0
2014-10-02,Thursday,6.0,18.0,6,,1410023.0,Croissant,164.42,,Unknown,Unknown,0
2014-10-02,Thursday,6.0,18.0,6,,1410024.0,Konditorei,121.31,,Unknown,Unknown,0
2014-10-02,Thursday,6.0,18.0,6,,1410025.0,Kuchen,330.47,,Unknown,Unknown,0
2014-10-03,Friday,3.0,20.0,6,10.0,1410031.0,Brot,62.59,,Moderate,Moderate,0
2014-10-03,Friday,3.0,20.0,6,10.0,1410032.0,Brötchen,707.74,,Moderate,Moderate,0
2014-10-03,Friday,3.0,20.0,6,10.0,1410033.0,Croissant,269.83,,Moderate,Moderate,0
2014-10-03,Friday,3.0,20.0,6,10.0,1410034.0,Konditorei,139.08,,Moderate,Moderate,0
2014-10-03,Friday,3.0,20.0,6,10.0,1410035.0,Kuchen,392.78,,Moderate,Moderate,0
2014-10-04,Saturday,0.0,18.5,8,5.0,1410041.0,Brot,194.37,,Extreme Weather,Extreme Weather,0
2014-10-04,Saturday,0.0,18.5,8,5.0,1410042.0,Brötchen,677.82,,Extreme Weather,Extreme Weather,0
2014-10-04,Saturday,0.0,18.5,8,5.0,1410043.0,Croissant,281.76,,Extreme Weather,Extreme Weather,0
2014-10-04,Saturday,0.0,18.5,8,5.0,1410044.0,Konditorei,107.33,,Extreme Weather,Extreme Weather,0
2014-10-04,Saturday,0.0,18.5,8,5.0,1410045.0,Kuchen,415.42,,Extreme Weather,Extreme Weather,0
2014-10-05,Sunday,1.0,16.25,7,,1410051.0,Brot,82.13,,Unknown,Unknown,0
2014-10-05,Sunday,1.0,16.25,7,,1410052.0,Brötchen,773.74,,Unknown,Unknown,0
2014-10-05,Sunday,1.0,16.25,7,,1410053.0,Croissant,233.41,,Unknown,Unknown,0
2014-10-05,Sunday,1.0,16.25,7,,1410054.0,Konditorei,153.45,,Unknown,Unknown,0
2014-10-05,Sunday,1.0,16.25,7,,1410055.0,Kuchen,278.21,,Unknown,Unknown,0
2014-10-06,Monday,2.0,15.75,15,10.0,1410061.0,Brot,178.34,,Moderate,Moderate,0
2014-10-06,Monday,2.0,15.75,15,10.0,1410062.0,Brötchen,469.09,,Moderate,Moderate,0
2014-10-06,Monday,2.0,15.75,15,10.0,1410063.0,Croissant,228.64,,Moderate,Moderate,0
2014-10-06,Monday,2.0,15.75,15,10.0,1410064.0,Konditorei,121.03,,Moderate,Moderate,0
2014-10-06,Monday,2.0,15.75,15,10.0,1410065.0,Kuchen,292.14,,Moderate,Moderate,0
2014-10-07,Tuesday,7.0,13.0,10,65.0,1410071.0,Brot,141.86,,Extreme Weather,Extreme Weather,0
2014-10-07,Tuesday,7.0,13.0,10,65.0,1410072.0,Brötchen,484.58,,Extreme Weather,Extreme Weather,0
2014-10-07,Tuesday,7.0,13.0,10,65.0,1410073.0,Croissant,220.54,,Extreme Weather,Extreme Weather,0
2014-10-07,Tuesday,7.0,13.0,10,65.0,1410074.0,Konditorei,98.64,,Extreme Weather,Extreme Weather,0
2014-10-07,Tuesday,7.0,13.0,10,65.0,1410075.0,Kuchen,286.04,,Extreme Weather,Extreme Weather,0
2014-10-08,Wednesday,6.0,14.12,10,61.0,1410081.0,Brot,134.87,,Rain,Rain,0
2014-10-08,Wednesday,6.0,14.12,10,61.0,1410082.0,Brötchen,470.17,,Rain,Rain,0
2014-10-08,Wednesday,6.0,14.12,10,61.0,1410083.0,Croissant,265.68,,Rain,Rain,0
2014-10-08,Wednesday,6.0,14.12,10,61.0,1410084.0,Konditorei,93.09,,Rain,Rain,0
2014-10-08,Wednesday,6.0,14.12,10,61.0,1410085.0,Kuchen,297.89,,Rain,Rain,0
2014-10-09,Thursday,5.0,17.88,10,,1410091.0,Brot,134.32,,Unknown,Unknown,0
2014-10-09,Thursday,5.0,17.88,10,,1410092.0,Brötchen,487.36,,Unknown,Unknown,0
2014-10-09,Thursday,5.0,17.88,10,,1410093.0,Croissant,221.06,,Unknown,Unknown,0
2014-10-09,Thursday,5.0,17.88,10,,1410094.0,Konditorei,109.98,,Unknown,Unknown,0
2014-10-09,Thursday,5.0,17.88,10,,1410095.0,Kuchen,308.55,,Unknown,Unknown,0
2014-10-10,Friday,4.0,16.38,10,,1410101.0,Brot,132.32,,Unknown,Unknown,0
2014-10-10,Friday,4.0,16.38,10,,1410102.0,Brötchen,472.07,,Unknown,Unknown,0
2014-10-10,Friday,4.0,16.38,10,,1410103.0,Croissant,240.81,,Unknown,Unknown,0
2014-10-10,Friday,4.0,16.38,10,,1410105.0,Kuchen,350.09,,Unknown,Unknown,0
2014-10-11,Saturday,3.0,17.0,5,,1410111.0,Brot,181.07,,Unknown,Unknown,0
2014-10-11,Saturday,3.0,17.0,5,,1410112.0,Brötchen,570.93,,Unknown,Unknown,0
2014-10-11,Saturday,3.0,17.0,5,,1410113.0,Croissant,268.91,,Unknown,Unknown,0
2014-10-11,Saturday,3.0,17.0,5,,1410114.0,Konditorei,115.09,,Unknown,Unknown,0
2014-10-11,Saturday,3.0,17.0,5,,1410115.0,Kuchen,413.47,,Unknown,Unknown,0
2014-10-12,Sunday,5.0,15.12,7,20.0,1410121.0,Brot,97.99,,Moderate,Moderate,0
2014-10-12,Sunday,5.0,15.12,7,20.0,1410122.0,Brötchen,599.27,,Moderate,Moderate,0
2014-10-12,Sunday,5.0,15.12,7,20.0,1410123.0,Croissant,285.66,,Moderate,Moderate,0
2014-10-12,Sunday,5.0,15.12,7,20.0,1410124.0,Konditorei,169.31,,Moderate,Moderate,0
2014-10-12,Sunday,5.0,15.12,7,20.0,1410125.0,Kuchen,347.91,,Moderate,Moderate,0
2014-10-13,Monday,7.0,12.62,12,63.0,1410131.0,Brot,129.88,,Rain,Rain,0
2014-10-13,Monday,7.0,12.62,12,63.0,1410132.0,Brötchen,451.01,,Rain,Rain,0
2014-10-13,Monday,7.0,12.62,12,63.0,1410133.0,Croissant,199.09,,Rain,Rain,0
2014-10-13,Monday,7.0,12.62,12,63.0,1410134.0,Konditorei,95.55,,Rain,Rain,0
2014-10-13,Monday,7.0,12.62,12,63.0,1410135.0,Kuchen,290.09,,Rain,Rain,0
2014-10-14,Tuesday,6.0,14.0,5,61.0,1410141.0,Brot,175.01,,Rain,Rain,0
2014-10-14,Tuesday,6.0,14.0,5,61.0,1410142.0,Brötchen,448.67,,Rain,Rain,0
2014-10-14,Tuesday,6.0,14.0,5,61.0,1410143.0,Croissant,238.24,,Rain,Rain,0
2014-10-14,Tuesday,6.0,14.0,5,61.0,1410144.0,Konditorei,94.2,,Rain,Rain,0
2014-10-14,Tuesday,6.0,14.0,5,61.0,1410145.0,Kuchen,311.63,,Rain,Rain,0
2014-10-15,Wednesday,7.0,13.88,6,21.0,1410151.0,Brot,206.84,,Rain,Rain,0
2014-10-15,Wednesday,7.0,13.88,6,21.0,1410152.0,Brötchen,512.13,,Rain,Rain,0
2014-10-15,Wednesday,7.0,13.88,6,21.0,1410153.0,Croissant,218.85,,Rain,Rain,0
2014-10-15,Wednesday,7.0,13.88,6,21.0,1410154.0,Konditorei,86.9,,Rain,Rain,0
2014-10-15,Wednesday,7.0,13.88,6,21.0,1410155.0,Kuchen,316.99,,Rain,Rain,0
2014-10-16,Thursday,7.0,13.5,6,61.0,1410161.0,Brot,147.57,,Rain,Rain,0
2014-10-16,Thursday,7.0,13.5,6,61.0,1410162.0,Brötchen,442.37,,Rain,Rain,0
2014-10-16,Thursday,7.0,13.5,6,61.0,1410163.0,Croissant,208.72,,Rain,Rain,0
2014-10-16,Thursday,7.0,13.5,6,61.0,1410164.0,Konditorei,88.33,,Rain,Rain,0
2014-10-16,Thursday,7.0,13.5,6,61.0,1410165.0,Kuchen,267.65,,Rain,Rain,0
2014-10-17,Friday,7.0,14.38,10,65.0,1410171.0,Brot,144.36,,Extreme Weather,Extreme Weather,0
2014-10-17,Friday,7.0,14.38,10,65.0,1410172.0,Brötchen,466.8,,Extreme Weather,Extreme Weather,0
2014-10-17,Friday,7.0,14.38,10,65.0,1410173.0,Croissant,192.38,,Extreme Weather,Extreme Weather,0
2014-10-17,Friday,7.0,14.38,10,65.0,1410174.0,Konditorei,66.25,,Extreme Weather,Extreme Weather,0
2014-10-17,Friday,7.0,14.38,10,65.0,1410175.0,Kuchen,297.58,,Extreme Weather,Extreme Weather,0
2014-10-18,Saturday,7.0,15.25,7,21.0,1410181.0,Brot,158.15,,Rain,Rain,0
2014-10-18,Saturday,7.0,15.25,7,21.0,1410182.0,Brötchen,704.51,,Rain,Rain,0
2014-10-18,Saturday,7.0,15.25,7,21.0,1410183.0,Croissant,287.16,,Rain,Rain,0
2014-10-18,Saturday,7.0,15.25,7,21.0,1410184.0,Konditorei,88.9,,Rain,Rain,0
2014-10-18,Saturday,7.0,15.25,7,21.0,1410185.0,Kuchen,332.71,,Rain,Rain,0
2014-10-19,Sunday,7.0,17.38,13,95.0,1410191.0,Brot,58.85,,Unknown,Unknown,0
2014-10-19,Sunday,7.0,17.38,13,95.0,1410192.0,Brötchen,641.17,,Unknown,Unknown,0
2014-10-19,Sunday,7.0,17.38,13,95.0,1410193.0,Croissant,234.53,,Unknown,Unknown,0
2014-10-19,Sunday,7.0,17.38,13,95.0,1410194.0,Konditorei,113.13,,Unknown,Unknown,0
2014-10-19,Sunday,7.0,17.38,13,95.0,1410195.0,Kuchen,322.72,,Unknown,Unknown,0
2014-10-20,Monday,6.0,14.62,18,61.0,1410201.0,Brot,158.38,,Rain,Rain,0
2014-10-20,Monday,6.0,14.62,18,61.0,1410202.0,Brötchen,384.84,,Rain,Rain,0
2014-10-20,Monday,6.0,14.62,18,61.0,1410203.0,Croissant,175.08,,Rain,Rain,0
2014-10-20,Monday,6.0,14.62,18,61.0,1410204.0,Konditorei,71.68,,Rain,Rain,0
2014-10-20,Monday,6.0,14.62,18,61.0,1410205.0,Kuchen,297.64,,Rain,Rain,0
2014-10-21,Tuesday,7.0,12.5,9,63.0,1410211.0,Brot,125.36,,Rain,Rain,0
2014-10-21,Tuesday,7.0,12.5,9,63.0,1410212.0,Brötchen,407.36,,Rain,Rain,0
2014-10-21,Tuesday,7.0,12.5,9,63.0,1410213.0,Croissant,184.64,,Rain,Rain,0
2014-10-21,Tuesday,7.0,12.5,9,63.0,1410214.0,Konditorei,60.78,,Rain,Rain,0
2014-10-21,Tuesday,7.0,12.5,9,63.0,1410215.0,Kuchen,291.7,,Rain,Rain,0
2014-10-22,Wednesday,6.0,13.0,12,0.0,1410221.0,Brot,127.77,,Very Good,Very Good,0
2014-10-22,Wednesday,6.0,13.0,12,0.0,1410222.0,Brötchen,418.31,,Very Good,Very Good,0
2014-10-22,Wednesday,6.0,13.0,12,0.0,1410223.0,Croissant,165.3,,Very Good,Very Good,0
2014-10-22,Wednesday,6.0,13.0,12,0.0,1410224.0,Konditorei,84.06,,Very Good,Very Good,0
2014-10-22,Wednesday,6.0,13.0,12,0.0,1410225.0,Kuchen,285.17,,Very Good,Very Good,0
2014-10-23,Thursday,6.0,13.12,7,0.0,1410231.0,Brot,144.22,,Very Good,Very Good,0
2014-10-23,Thursday,6.0,13.12,7,0.0,1410232.0,Brötchen,445.28,,Very Good,Very Good,0
2014-10-23,Thursday,6.0,13.12,7,0.0,1410233.0,Croissant,153.06,,Very Good,Very Good,0
2014-10-23,Thursday,6.0,13.12,7,0.0,1410234.0,Konditorei,84.84,,Very Good,Very Good,0
2014-10-23,Thursday,6.0,13.12,7,0.0,1410235.0,Kuchen,283.18,,Very Good,Very Good,0
2014-10-24,Friday,7.0,13.5,9,,1410241.0,Brot,203.17,,Unknown,Unknown,0
2014-10-24,Friday,7.0,13.5,9,,1410242.0,Brötchen,452.52,,Unknown,Unknown,0
2014-10-24,Friday,7.0,13.5,9,,1410243.0,Croissant,187.23,,Unknown,Unknown,0
2014-10-24,Friday,7.0,13.5,9,,1410244.0,Konditorei,55.07,,Unknown,Unknown,0
2014-10-24,Friday,7.0,13.5,9,,1410245.0,Kuchen,318.98,,Unknown,Unknown,0
2014-10-24,Friday,7.0,13.5,9,,1410246.0,Saisonbrot,23.1,,Unknown,Unknown,0
2014-10-25,Saturday,7.0,12.12,7,61.0,1410251.0,Brot,191.43,,Rain,Rain,0
2014-10-25,Saturday,7.0,12.12,7,61.0,1410252.0,Brötchen,546.51,,Rain,Rain,0
2014-10-25,Saturday,7.0,12.12,7,61.0,1410253.0,Croissant,247.13,,Rain,Rain,0
2014-10-25,Saturday,7.0,12.12,7,61.0,1410254.0,Konditorei,103.27,,Rain,Rain,0
2014-10-25,Saturday,7.0,12.12,7,61.0,1410255.0,Kuchen,307.45,,Rain,Rain,0
2014-10-26,Sunday,5.0,12.75,9,0.0,1410261.0,Brot,116.49,,Very Good,Very Good,0
2014-10-26,Sunday,5.0,12.75,9,0.0,1410262.0,Brötchen,623.57,,Very Good,Very Good,0
2014-10-26,Sunday,5.0,12.75,9,0.0,1410263.0,Croissant,312.56,,Very Good,Very Good,0
2014-10-26,Sunday,5.0,12.75,9,0.0,1410264.0,Konditorei,161.68,,Very Good,Very Good,0
2014-10-26,Sunday,5.0,12.75,9,0.0,1410265.0,Kuchen,370.54,,Very Good,Very Good,0
2014-10-26,Sunday,5.0,12.75,9,0.0,1410266.0,Saisonbrot,47.83,,Very Good,Very Good,0
2014-10-27,Monday,2.0,14.5,9,,1410271.0,Brot,121.42,,Unknown,Unknown,0
2014-10-27,Monday,2.0,14.5,9,,1410272.0,Brötchen,408.23,,Unknown,Unknown,0
2014-10-27,Monday,2.0,14.5,9,,1410273.0,Croissant,173.88,,Unknown,Unknown,0
2014-10-27,Monday,2.0,14.5,9,,1410274.0,Konditorei,99.26,,Unknown,Unknown,0
2014-10-27,Monday,2.0,14.5,9,,1410275.0,Kuchen,310.26,,Unknown,Unknown,0
2014-10-27,Monday,2.0,14.5,9,,1410276.0,Saisonbrot,38.1,,Unknown,Unknown,0
2014-10-28,Tuesday,0.0,13.88,8,,1410281.0,Brot,136.09,,Unknown,Unknown,0
2014-10-28,Tuesday,0.0,13.88,8,,1410282.0,Brötchen,467.69,,Unknown,Unknown,0
2014-10-28,Tuesday,0.0,13.88,8,,1410283.0,Croissant,271.45,,Unknown,Unknown,0
2014-10-28,Tuesday,0.0,13.88,8,,1410284.0,Konditorei,81.68,,Unknown,Unknown,0
2014-10-28,Tuesday,0.0,13.88,8,,1410285.0,Kuchen,307.17,,Unknown,Unknown,0
2014-10-28,Tuesday,0.0,13.88,8,,1410286.0,Saisonbrot,39.36,,Unknown,Unknown,0
2014-10-29,Wednesday,7.0,8.38,7,20.0,1410291.0,Brot,103.57,,Moderate,Moderate,0
2014-10-29,Wednesday,7.0,8.38,7,20.0,1410292.0,Brötchen,411.21,,Moderate,Moderate,0
2014-10-29,Wednesday,7.0,8.38,7,20.0,1410293.0,Croissant,209.32,,Moderate,Moderate,0
2014-10-29,Wednesday,7.0,8.38,7,20.0,1410294.0,Konditorei,55.91,,Moderate,Moderate,0
2014-10-29,Wednesday,7.0,8.38,7,20.0,1410295.0,Kuchen,300.11,,Moderate,Moderate,0
2014-10-30,Thursday,2.0,10.62,5,10.0,1410301.0,Brot,122.18,,Moderate,Moderate,0
2014-10-30,Thursday,2.0,10.62,5,10.0,1410302.0,Brötchen,451.62,,Moderate,Moderate,0
2014-10-30,Thursday,2.0,10.62,5,10.0,1410303.0,Croissant,205.58,,Moderate,Moderate,0
2014-10-30,Thursday,2.0,10.62,5,10.0,1410304.0,Konditorei,75.61,,Moderate,Moderate,0
2014-10-30,Thursday,2.0,10.62,5,10.0,1410305.0,Kuchen,312.49,,Moderate,Moderate,0
2014-10-30,Thursday,2.0,10.62,5,10.0,1410306.0,Saisonbrot,35.97,,Moderate,Moderate,0
2014-10-31,Friday,8.0,12.88,5,10.0,1410311.0,Brot,132.49,,Moderate,Moderate,0
